,title,author_info,rating,pros,cons,helpful
649,Treasury Analyst,"Jan 8, 2020 - Anonymous Employee",4.0,"Global Opportunities, Good Pay, Steep Learning curve","Hierarchy, Conservative, German dominated leadership",Be the first to find this review helpful
650,Changing Quickly,"Dec 18, 2019 - Module Lead in Wolfsburg, Lower Saxony",4.0,Global Opportunities and safe employment,Restricted by cloned management style,Be the first to find this review helpful
651,Case manager,"Mar 21, 2019 - Case Manager in Sydney",5.0,Good working environment Great incentives ( u get to drive the latest cars ),Poor management . The turn over was quite high,Be the first to find this review helpful
652,Quite Hectic,"Mar 29, 2019 - Production Officer in Pune",3.0,Good Salary Good promotion opportunity Challenging environment,Very hectic...Constantly work overtime and very less work-life balance,Be the first to find this review helpful
653,Slow but strong traditional company,"Mar 29, 2019 - IT Project Manager in Beijing, Beijing",4.0,Salary is good; The internal training course is good; Nice trade union; Annual leave is plenty; The brand name is well known; Stable; etc.,"Slow; Progress is too long; Not paperless, so many hand-writing signatures needed for one small thing;",Be the first to find this review helpful
654,Too big to move forward,"Mar 13, 2019 - Senior Manager in Wolfsburg, Lower Saxony",3.0,- Excellent salary - Gigantic company with lots of international opportunities - Good for petrol heads and traditional engineering,"- Soooooo slow (partly due to labor union) - Everything is politics - No transparency in many things - Hard to climb the ranks, lot of old managers - Toxic culture with a lot of silos",Be the first to find this review helpful
655,Customer Service Representative,"Mar 5, 2019 - Anonymous Employee",3.0,Flexible clothing policy and comprehensive training,Strict time policies Not being paid on time,Be the first to find this review helpful
656,Collaborative Environment,"Feb 27, 2019 - Anonymous Employee",4.0,"the working environment and colleagues are quite good as expected, although the internal processes are a little bit sophisticated and have a few political pressure behind, the outcome goes typically well and neutral if your superior supporting you.",The ambition in the new technology area is quite slow; You need to prepare very persuasive documents while demonstrating smart ideas to others.,Be the first to find this review helpful
657,good work-life balance,"Jan 24, 2019 - Anonymous Employee",5.0,A pay that matches your hours,Disadvantages you can think of for a big company,Be the first to find this review helpful
658,Overall nice company,"Feb 6, 2019 - Anonymous Employee",4.0,It was a good company to work for some years ago. Bonus. Transport. Subsidized food.,Location Is an issue and travel time,Be the first to find this review helpful
659,Don't be swayed by the nice benefits,"Feb 22, 2019 - Anonymous Employee",1.0,New company car every 4 months or so Some nice people,Senior management are very poor - they don't trust you to do your job Not listened to unless you have 15+ years automotive retail experience HR department are useless,Be the first to find this review helpful
660,Good salary,"Jan 24, 2019 - Payroll Specialist in Tabuk",3.0,"good salary, pretty big company, nice incentives",Cant think of anything really wrong despite the company getting a reputation for selling cars that damage the environment...,Be the first to find this review helpful
661,Excellent Working Environment and Very NICE colleagues.,"Feb 16, 2017 - Praktikant in Wolfsburg, Lower Saxony",5.0,Excellent Working Environment and Very NICE colleagues. I am Looking forward to work and learn more. Love you VW.,Als Praktikant finde ich gar nicht.,Be the first to find this review helpful
662,Great benefits,"Jan 6, 2019 - Anonymous Employee in Milton Keynes, England",5.0,Great benefits and facilties. People are really nice,Lots of indecision and lack of strategy from to top,Be the first to find this review helpful
663,VW workshop manager in jordan,"Feb 28, 2015 - Vw Workshop Manager in Ḩawwārah, Amman Governorate",5.0,Managing people and time to achieve the target and css,Improve the keys and quality and minimize the cases of repeat repair,Be the first to find this review helpful
664,10+ years experience in Tendering / Contracting / Sourcing / Procurement / Supply chain management,"Apr 17, 2015 - Assistant Manager Purchase in Pune",5.0,Global Automotive manufacturing organization. Very Good Process & systems.,No compromise when it comes to quality.,Be the first to find this review helpful
665,"It is a great company to work with, all the senior managers are motivtional and care about employee wellbeing.","Jan 23, 2015 - Anonymous Employee",5.0,"Culture, Wellbeing,Work-life balance, operation efficincy, marketing force","aggressive, market expansion, localization, dealer management",Be the first to find this review helpful
666,Case manager,"Mar 21, 2019 - Case Manager in Sydney",5.0,Good working environment Great incentives ( u get to drive the latest cars ),Poor management . The turn over was quite high,Be the first to find this review helpful
667,Praktikum,"May 2, 2016 -",5.0,Very friendly environment. Good Work Life Balance. Hands on mentality. One of the best employers in the automotive industry.,Location is Wolfsburg - not an interesting place to live.,Be the first to find this review helpful
668,IT Workplace Coordinator,"Apr 29, 2017 - Coordinator in Buenos Aires",4.0,"It´s a very challenging career with lots of opportunities to shine and exposure of your job duties to internal clients, most of them VIPs. Really customer oriented position,",The same exposure to customers many times makes urgencies more important than really important things and you have to work on demand rather than following a plan.,Be the first to find this review helpful
669,Mixed reviews,"Sep 21, 2018 - Anonymous Employee in Milton Keynes, England",3.0,"Fantastic car scheme, excellent professionals.","Unfortunately they have a big problem with blame culture, people spend a lot of time trying to cover themselves instead of collaborate or work . The company is slightly behind compared to other large corporations, no working from home or flexibility culture. It’s up to the managers to decide how their team work. Some perceive that as too modern.",1 person found this review helpful
670,Good Benefits but Bad Progression,"Mar 17, 2016 - Anonymous Employee in Milton Keynes, England",3.0,"There is a good Company Car Scheme, you get a new car for family and friends every 6 months. It is a good workplace where you work with intelligent colleagues.","- No natural progression, apply for promotion. They give the impression they care about your development but really they care about very few. - MK location",Be the first to find this review helpful
671,Ferienhelfeer,"May 21, 2017 - Vacation Helper in Wolfsburg, Lower Saxony",5.0,good pay and support by the management. Well organized team and highly skilled.,Work and relaxation balance can be improved given the increase of new working standards,Be the first to find this review helpful
672,"Tool, Jig & Die Maker","Mar 17, 2018 - Mechanical Technician(Toolmaker) in Port Elizabeth",5.0,"I was trained as a Toolmaker, Excellent Company, Best when it comes to Training",None of the downsides at my former employment,Be the first to find this review helpful
673,Systematic works,"May 9, 2013 - Manager in Pune",5.0,Future Good company for existing employee irrespective of profit of organisation,to be refines of indian law's with group co.,Be the first to find this review helpful
674,Volkswagen UK - Milton Keynes,"Dec 23, 2015 - Marketing in Milton Keynes, England",2.0,"The only positive of this coming are the benefits such as onsite physio, but they use these benefits to cover up the fact they are terrible employers.","Terrible development Awful HR Management promise jobs to people before they are on the advertised wasting others time at interview IF your face fits you will be fine, or a woman who entertains her male ""boss""",4 people found this review helpful
675,it is a very good company,"Oct 31, 2017 - Data Analyst Intern in Hong Kong",5.0,people are really friendly to you.,I did not learn a lot at the company,Be the first to find this review helpful
676,"I loved working at Volkswagen, great responsibility, trust and fantastic insights","Nov 28, 2017 - Intern in Dublin, Dublin",4.0,"Flexible, trusting, innovative and rewarding environment, a place to learn full scope of a business. The management are nurturing and look out for and understand every individuals personal circumstances",The main challenge I found with Volkswagen Ireland was the poor pay and the huge pay gap. We were rewarded as staff with good car purchase opportunities but money is not evenly distributed.,Be the first to find this review helpful
677,Life in VWA,"May 19, 2017 -",5.0,"Stable, good compensation",Management team old and in conflict with new generations. Lack of investment in RRHH (not capacitation at all),Be the first to find this review helpful
678,Good,"Oct 16, 2012 - Customer Relationship Executive in Ahmedabad",5.0,Good pickup and driving smoothly,There is some manufacturing defect on the car,Be the first to find this review helpful
679,Automovile Industry,"Oct 22, 2013 -",5.0,Great labor atmosphere Excelent job oportunities and develop areas,Oportunities in other facilities of the Group,1 person found this review helpful
680,Excellent experience but few opportunities to grow.,"Feb 4, 2014 - Marketing Analyst in São Bernardo do Campo",3.0,"Stable company in a still growing market in LA, it is not a company who threats the employees. More associates in Brazil than needed, the work is not ver hard to everybody. Good salaries and defined time work. Invest in Marketing and Advertising.","Few opportunities of promotion. Men have advantage over women. As they have more employees than needed and no threats in the company, some professionals do not contribute while others work hard.",1 person found this review helpful
681,company reviwe,"Jun 27, 2018 - Group Leader in Pune",3.0,good work culture and environment,"unstable top management ,less transparency",Be the first to find this review helpful
682,Service advisor,"Jun 12, 2018 - Customer Service Advisor in Kotivakkam",5.0,Good communication with higher officials,Not a clear follow of work,Be the first to find this review helpful
683,engineer,"Jun 8, 2018 - Anonymous Employee",5.0,good place to work and development,not so good to live,Be the first to find this review helpful
684,Training Specialist,"Jun 12, 2018 - Anonymous Employee",2.0,Nice car to drive,Terrible work culture and location,Be the first to find this review helpful
685,Its a good company to work for as the brand name is big,"May 30, 2018 - Anonymous Employee",2.0,I got support from management,Too much of Politics in the office,Be the first to find this review helpful
686,Ok for a student.,"May 24, 2018 -",3.0,Kantine but nothing else unfortunately.,"No communication, no explanation, just do as told!",Be the first to find this review helpful
687,logistic planning,"May 22, 2018 - Anonymous Employee",3.0,"good working atmosphere, multi-culture","less salary, difficult for further development",Be the first to find this review helpful
688,Work Culture and Ethics,"May 23, 2018 - Anonymous Employee in Pune",3.0,The overall package is good and well-equipped factory provides a great learning.,The working environment has a lot of politics involved and never let people grow,Be the first to find this review helpful
689,Retail Sites are high pressure!,"May 6, 2018 - Anonymous Employee",5.0,Great brand with one of the largest global market shares,"Emissions, high pressure, only as good as your last month",Be the first to find this review helpful
690,"Great company, but too big","May 18, 2018 - Area Manager",3.0,- Cars quality - Salary not so bad - Benefits,- there's not meritocrazy - top managment,Be the first to find this review helpful
691,Finance Analyst,"May 13, 2018 - Financial Analyst in Pune",4.0,It is World's largest car manufacturer,Market share is low in domestic market,Be the first to find this review helpful
692,Senior Sales Consultant,"Apr 28, 2018 - Anonymous Employee",5.0,"Very employee friendly, transparent, Career oriented. Best place to work if you have zeal to work hard.",No Cons only Pros....You work hard and be honest. They will take car of you.,Be the first to find this review helpful
693,Customer Interaction Specialist,"May 10, 2018 - Customer Interaction Specialist in Uitenhage",4.0,It's a competitive industry that offers a lot of opportunities. There is always something new to learn.,Different working shifts. Long working hours.,Be the first to find this review helpful
694,Accountant,"Apr 26, 2018 -",4.0,very good and supportive culture with out of office events,Not really any cons at this workplace.,Be the first to find this review helpful
695,Mid level Manager,"May 14, 2018 - Anonymous Employee",1.0,Good company Cars across all brands,"Dreadful Culture, the company is completely under resourced",Be the first to find this review helpful
696,Work,"Apr 2, 2018 - Anonymous Employee",5.0,Good Learning experience and growth,Lot of pressure as last minute changes,Be the first to find this review helpful
697,Good place to work,"Apr 12, 2018 - Anonymous Employee",4.0,Good environment to work and very good pay,not the best treatment for the employees working in the production lines,Be the first to find this review helpful
698,Very bad,"May 4, 2018 - Team Leader in Pune",1.0,"Nothing to say , good benifts for team members","No work life balance , pressure is high",Be the first to find this review helpful
699,"Tool, Jig & Die Maker","Mar 17, 2018 - Mechanical Technician(Toolmaker) in Port Elizabeth",5.0,"I was trained as a Toolmaker, Excellent Company, Best when it comes to Training",None of the downsides at my former employment,Be the first to find this review helpful
700,Interesting tasks with great team,"Mar 5, 2018 -",5.0,"Enjoyed most things, great learning curve","Big company, so a bit slow in implementing change",Be the first to find this review helpful
701,Sales,"Mar 4, 2018 - Sales Manager in Pune",5.0,Brand image and proud of being associated with one safest car manufacturing company.,A little less focus on process adherence.,Be the first to find this review helpful
702,Education and Training Officer,"Mar 16, 2018 - Anonymous Employee in Uitenhage",4.0,It's the good company to work for,Slow pace of upward mobility,Be the first to find this review helpful
703,good choice if you want to retire there,"Mar 11, 2018 - Anonymous Employee",4.0,"good benefit package, stable and no change",no development opportunities for employees,Be the first to find this review helpful
704,Amazing Company,"Feb 24, 2018 - Account Manager in Pune",5.0,"Great place, huge responsibility, lots to learn","Nothing to say, very nice",Be the first to find this review helpful
705,Great Company!,"Feb 4, 2018 - Devops in Hannover",5.0,"Self responsible working, new project encouraged",Unnecessary Bureaucracy here and there,Be the first to find this review helpful
706,Manager,"Jan 31, 2018 - Anonymous Employee in Milton Keynes, England",3.0,"Cars given to all staff plus lease cars for family (up to 3 in total), pension, holidays, other staff normally long serving so built so good friendships","Management direction, little interest in the individual , just getting the job done",Be the first to find this review helpful
707,Volkswagen de Mexico,"Jan 22, 2018 - Development Specialist in Cuautlancingo",3.0,"The whole company structure gives employees the freedom to learn from any field, regardless of their area of employment which enriches the overall understanding of operations, it all depends on proactivity.","There is not a defined plan for employees' growth and development,",Be the first to find this review helpful
708,Great,"Jan 16, 2018 - Anonymous Employee",3.0,Very good place to work,Salary is below industry standards,Be the first to find this review helpful
709,Sales Support,"Jan 11, 2018 -",3.0,Good training and experiences :),Pay and management arent great,Be the first to find this review helpful
710,Technical trainer product support service advisor,"Dec 23, 2017 - Senior Technical Trainer in Bamako, Bougouriba",5.0,I like this job very much because it is my feeling and joy for me to be an product support technical trainer to save money to my company.,automobile warranty product support technical trainer,Be the first to find this review helpful
711,sales executive,"Jan 1, 2018 - Sales Executive in Artarmon",4.0,rewarding pay short time of training is need,work /life is not balance,Be the first to find this review helpful
712,Best place to work,"Dec 17, 2017 - Anonymous Employee in Wolfsburg, Lower Saxony",5.0,"Possibility to work abroad Great products very social and flexible to employees great salaries and other benefits you can interchange area and learn a lot known brand, very strong worldwide",Headquarter in a very small city in northern Germany where it can get really cold Still a bit too German for such a multinational,Be the first to find this review helpful
713,Intern,"Nov 26, 2017 - Intern",5.0,Good company where you can learn a lot production and management knowledge.,Located at the outskirt of city.,Be the first to find this review helpful
714,Volkswagen technician,"Nov 25, 2017 - Auto Technician in Kuwait City",5.0,"The quality of work ,the maximum learning about the brand and features",Need more improvement in the vehicle and error are coming in the vehicle,Be the first to find this review helpful
715,Good work environment,"Dec 7, 2017 - Anonymous Employee",4.0,"Ethical organization and nice work environment , good exposure for newcomers",Management is not taking right decisions for the growth of people within organization.,Be the first to find this review helpful
716,Regional Sales Manager,"Nov 21, 2017 -",5.0,Great environment and collaborative teamwork.,I can't see any for now,Be the first to find this review helpful
717,"I loved working at Volkswagen, great responsibility, trust and fantastic insights","Nov 28, 2017 - Intern in Dublin, Dublin",4.0,"Flexible, trusting, innovative and rewarding environment, a place to learn full scope of a business. The management are nurturing and look out for and understand every individuals personal circumstances",The main challenge I found with Volkswagen Ireland was the poor pay and the huge pay gap. We were rewarded as staff with good car purchase opportunities but money is not evenly distributed.,Be the first to find this review helpful
718,Good working environment,"Nov 26, 2017 - Anonymous Employee",4.0,Organized and structured - you learn a lot,"Progress takes time, no fast track",Be the first to find this review helpful
719,Project Application Engineer - EEC,"Nov 7, 2017 - Professional Residence in Veracruz, Veracruz",5.0,"Commitment, responsibility, teamwork, positive attitude, Adaptability, specialization in new technologies and attention to detail",Loss of time in making decisions that are not concrete,Be the first to find this review helpful
720,Good perks but all politics,"Nov 20, 2017 - Anonymous Employee in Dublin, Dublin",3.0,"Car scheme, young staff, room to progress","Short term view on business, lots of politics and back stabbing to progress",Be the first to find this review helpful
721,"Good, environment and culture","Aug 9, 2018 - Import Procurement in Pune",4.0,"Culture of the company, process,quality of cars,safety,facility's","Regional dominance, instable production,bad canteen food, bad behavior of people on high poistion, company's policy for indian market",Be the first to find this review helpful
722,Good place to get started with SAP,"Jan 5, 2013 - Systems Analyst in Kaluga, Kaluzhskaya Oblast'",4.0,Great experience in system and processes architecture at a big automotive manufacturer. Access to the technologies/best practice of the whole concern.,Coordination skills are more required trhan technical skills. No customizing/programming scills required.,Be the first to find this review helpful
723,This the most pathetic company if you are looking for IT jobs(Hinjawadi office),"Jan 30, 2016 - Assistant Manager in Hinjewadi",1.0,I guess there are no pros besides them providing food for breakfast and lunch,"Third class management No strong will in the management to even deal with vendors PMs are like taunting machine Now they are even increasing the goal %age to 110. Please please never join this company. No faith in resource, they always think that resource is wrong.",Be the first to find this review helpful
724,Unfortunately not as efficient as the products...,"Mar 1, 2012 -",1.0,"Package, car, products, location, brands, potential to work in different areas and in different countries,","Bureaucracy, unfriendly, corporate, lacking passion, very sterile work environment, no team spirit, very very political, systems are very poor, slow decision making process, poor management structures, blame culture.",2 people found this review helpful
725,Intern,"Sep 24, 2016 - Internship in Pune",3.0,best Management with in the organzation,as the HR fresher best organization to learn but as you grow for career you got to learn just one area of HR field and not the other because for every work one specialized person is assigned,1 person found this review helpful
726,Highly bureaucratic,"Jun 28, 2015 -",3.0,The cars are truly fantastic and working in Germany was a great experience. It was very interesting to learn how a huge corporation like Volkswagen AG operates.,It was incredibly bureaucratic and a very slow moving corporation. Change was generally not welcome and it operated much like a government.,Be the first to find this review helpful
727,job satisfaction,"Jan 21, 2013 - Sales Consultant in Hyderābād",4.0,"providing good training , structure of the top level management, giving performance appraisals for the internal motivation to give optimum output, and healthy environment.","working timings in sales and providing canteen, consider missallanieous expenses.",Be the first to find this review helpful
728,Small cog in a very large wheel,"Sep 10, 2018 - BDM in Milton Keynes, England",3.0,Company car scheme is unparalleled. Looked after well. Application process was fantastic.,Blame culture is everywhere. Feeling of being undervalued. Work from home scheme is almost non-existent.,Be the first to find this review helpful
729,Learn German if you want to advance,"Dec 24, 2012 - Production Line Manager in Pamplona",4.0,"Good company culture, quick on assigning responsabilities to new employees.",Hard to get out of production department. Clear ceiling if you don't speak fluent German.,1 person found this review helpful
730,VW,"Jan 11, 2016 - Engineer in São Bernardo do Campo",3.0,- Good people - Product quality is impressive - Job stability - Great network,- Lack of opportunities to grow. Career opportunities are not based on merit - Lack of incentive to people develop skills - Lots of demotivated employees - Inefficient corporation as a whole,Be the first to find this review helpful
731,"Great automobile company ,great brands of cars","Jan 18, 2014 - Manager in Pune",3.0,One of the few manufacturing companies having 5 days working. Great systems. Well connected to all the VW plants in the world.,Lack of focus from HQ. Currently no new projects. No coordination between departments .,Be the first to find this review helpful
732,Good with right management,"Apr 8, 2016 - Customer Contact Team in Dartford, England",3.0,"Great colleagues, easy to learn and have fun aswell as doing your job at the level your expected",Manager left and other manager making things different starting off with making staff redundant,Be the first to find this review helpful
733,Intern in Marketing,"Mar 25, 2016 - Intern in Emden, Lower Saxony",4.0,If someone wants to understand how a leading industrial organisation works this is a perfect place to start.,"There are almost 10 000 employees in VW's Emden factory, which means that they're busy and interns may be forgotten sometimes.",Be the first to find this review helpful
734,Manager,"Jan 31, 2018 - Anonymous Employee in Milton Keynes, England",3.0,"Cars given to all staff plus lease cars for family (up to 3 in total), pension, holidays, other staff normally long serving so built so good friendships","Management direction, little interest in the individual , just getting the job done",Be the first to find this review helpful
735,Work Culture and Ethics,"May 23, 2018 - Anonymous Employee in Pune",3.0,The overall package is good and well-equipped factory provides a great learning.,The working environment has a lot of politics involved and never let people grow,Be the first to find this review helpful
736,Logística,"Dec 11, 2015 -",4.0,High tema Performance and team work across units.,"Huge charge, everyone works more Than 8 hours a day",Be the first to find this review helpful
737,Great to apply my skills and learn new knowledge,"Jan 22, 2015 -",4.0,"Corporate and professional, good work-life balance, opportunities to grow, clear company values",Communication flow to all levels,Be the first to find this review helpful
738,Volkswagen Employee,"Mar 9, 2017 - Research Student in Wolfsburg, Lower Saxony",2.0,Month end closing know how to convince the customer management too Good Secure Place and friendly Can handle unsatisfied customer Every day enjoyable day,"High management pressure long working hours, Lack of employee retention policy, lack of employee elevation plan",Be the first to find this review helpful
739,Head of Controlling Local Expat,"Nov 1, 2017 - Department Head in Changchun, Jilin",3.0,"Interesting Work, large amount of responsibility, Travel, possibly to have direct involvement with other departments.","Incompetent coworkers, especially employees that are sent from VW AG. Low salary, no perspective to transfere to Germany,",Be the first to find this review helpful
740,Graduate Project Engineer(VW South Africa),"Sep 15, 2018 - Anonymous Employee",3.0,"As an engineer, you get a lot of exposure to high end machinery.","Supervisors tend to feel threatened by young engineers, so they are not really helpful when it comes to mentoring.",Be the first to find this review helpful
741,Great company to work for,"Feb 18, 2017 - Sales Executive in Solihull, England",5.0,Good sales commission Company Car Friendly staff and management,Hours of work. Holiday Availability. Extremely competitive.,Be the first to find this review helpful
742,Excellent Working Environment and Very NICE colleagues.,"Feb 16, 2017 - Praktikant in Wolfsburg, Lower Saxony",5.0,Excellent Working Environment and Very NICE colleagues. I am Looking forward to work and learn more. Love you VW.,Als Praktikant finde ich gar nicht.,Be the first to find this review helpful
743,fleet coordinator,"Feb 13, 2017 - Fleet Coordinator",5.0,best for people love automative,to be serious AND manage employee,Be the first to find this review helpful
744,Corporate treasurer,"Mar 11, 2017 - Anonymous Employee",1.0,"Great products, state-of-the-art technolgy, global group, training and development","No loyalty, HHRR seems to be run by trade unions rather than Management",Be the first to find this review helpful
745,Great Place to work,"Jan 22, 2017 -",4.0,This has been the Best time spent in the best Company,Nothing I can make out .. simply perfect,Be the first to find this review helpful
746,Great Place to Work,"Jan 6, 2017 - Anonymous Employee in Braunschweig",5.0,- very structured and organized company - very professional - good work environment - friendly colleagues - big company with a lot of opportunities - good salary - flexible hours,- long processes - decision processes are long,Be the first to find this review helpful
747,sales consultant,"Jan 14, 2017 - Anonymous Employee in Toronto, ON",4.0,"challenging, easy to get in, don't require too much work experience. payment is based on commission, get to talk to different kinds of people.","job could be pressured, company has its own target on each sales. sometimes has to deal with disrespectful customers.",Be the first to find this review helpful
748,Brilliant Exposure,"Dec 7, 2016 -",5.0,One of the worlds largest company to work for. Great work atmosphere. Good pay.,Nothing as such to mention.,Be the first to find this review helpful
749,Marketing Executive,"Dec 19, 2016 - Marketing Executive in Singapore",3.0,"There is a lot of ownership to the projects you're working on, and you learn about the relevant job scope pretty quickly because of this",Work kind of stays stagnant for a bit and there is little room for advancement,Be the first to find this review helpful
750,Learning Opportunities,"Dec 13, 2016 - in Singapore",3.0,A lot of learning opportunities.,Management can be quite inflexible.,Be the first to find this review helpful
751,sap sd,"Dec 3, 2016 - SAP SD in Pune",3.0,ability to work in any condition,do not have such cons if finds try to solve it,Be the first to find this review helpful
752,Volkswagen,"Nov 28, 2016 - Anonymous Employee",3.0,nice place to work. Work is very interesting and diverse,company is too big and benefits are low,Be the first to find this review helpful
753,VW,"Nov 27, 2016 - in Hannover",4.0,"Very good pay. as an enrolled student you (if the internship is obligatory) you get 600€ there tax free, because the internship is obligatory. after 3 months you can get a raise to up to 800€ a month.","Too structured organisation and very difficult to get in to. Moreover the organisational structure does not allow for new ideas, it is very stuck up. In the marketing department, tasks are usually outsourced.",Be the first to find this review helpful
754,Not trainning,"Nov 22, 2016 -",4.0,"Great Company, well knowed where you can undertand how a big company usually works.","They don´t have a clear trainning program. Well, However, it depends of place where you work",Be the first to find this review helpful
755,Its ok,"Oct 30, 2016 - in Wolfsburg, Lower Saxony",3.0,Work-Life-Balance 35h working week and 30d vacation are very good for someone who enjoys freedom.,"The Mangement has no vision at all. Promotions are more based on coffee talk than performance and knowledge. You have to be ""visible"" was often heard. It is part of the game but if those people take the leaed it is understandable why the company falls behind in new technologies",Be the first to find this review helpful
756,Very good expierence,"Oct 30, 2016 - Anonymous Employee",4.0,"Good people, important step in my career. Good salary.","Bit hard from beginning, too much time spent there.",Be the first to find this review helpful
757,VGC,"Oct 20, 2016 - Corporate Strategy Analyst in Beijing, Beijing",3.0,"Stable, well paid, work life balance",no opportunity no challenge no real development,Be the first to find this review helpful
758,Sales Analyst,"Oct 5, 2016 - Sales Analyst in Dublin, Dublin",3.0,CSR Health Insurance Company Car Training,Mid range salaries Under resourced Bad processes,Be the first to find this review helpful
759,Top Automobile Brand,"Sep 11, 2016 - Finance Manager in Pune",5.0,Very structured and organized company. Process and system oriented. Always strives quality& excellence. Focused towards bringing more & more transparency. Employee friendly company.,New in Indian market. Slow decision making. More process orientation sometimes brings with it less flexibility. Need to align HR standards in line with Indian corporates.,1 person found this review helpful
760,Intern,"Sep 24, 2016 - Internship in Pune",3.0,best Management with in the organzation,as the HR fresher best organization to learn but as you grow for career you got to learn just one area of HR field and not the other because for every work one specialized person is assigned,1 person found this review helpful
